username,timestamp,content,mentions,hashtags
Ashish Tayal,2025-07-11T10:15:53.000Z,"Ashish Tayal
@profitxperts
·
23h
Took positional Shorts in #HDFCBANK today with SL above 2030 .

#Nifty50 #niftyOptions #BankNiftyOptions #INTRADAY #intradaytrading #profits #sharemarket #sensex #profitxperts #banknifty #Nifty #hdfcbank
1
160",@profitxperts,"#HDFCBANK, #Nifty50, #niftyOptions, #BankNiftyOptions, #INTRADAY, #intradaytrading, #profits, #sharemarket, #sensex, #profitxperts, #banknifty, #Nifty, #hdfcbank"
Derivative Trading Strategies,2025-07-11T10:14:43.000Z,"Derivative Trading Strategies
@HedgingDesk
·
23h
Want consistent, stress-free profits without hitting your SL?
 Trade only with proper hedging strategies.
Protect capital. Trade smart. Earn effortlessly.

#Nifty #Banknifty #Optionselling #OptionsTrading #HedgingStrategy #optionbuying #StockMarketindia #Indexoptions
Show more
The media could not be played.
Reload
120",@HedgingDesk,"#Nifty, #Banknifty, #Optionselling, #OptionsTrading, #HedgingStrategy, #optionbuying, #StockMarketindia, #Indexoptions"
Deepak Option Trader(D.O.T),2025-07-11T10:13:00.000Z,"Deepak Option Trader(D.O.T)
@OptiontraderDK
·
23h
Be ready for the black Monday now

Bnf 500/600 points

Nifty 100/120 points .

#stockmarketcrash #blackfriday
#nifty50 #banknifty #stockmarket
1
350",@OptiontraderDK,"#stockmarketcrash, #blackfriday, #nifty50, #banknifty, #stockmarket"
MARKETVIEWER,2025-07-11T10:12:58.000Z,"MARKETVIEWER
@SajeevSNair6
·
23h
#𝗡𝗜𝗙𝗧𝗬 #𝗕𝗔𝗡𝗞𝗡𝗜𝗙𝗧𝗬 #𝗚𝗜𝗙𝗧𝗡𝗜𝗙𝗧𝗬 

On Time I mentioned or Indicated!

words... 

Went sideline!
Quote
MARKETVIEWER
@SajeevSNair6
·
Jul 11
#𝗡𝗜𝗙𝗧𝗬 #𝗕𝗔𝗡𝗞𝗡𝗜𝗙𝗧𝗬 #𝗚𝗜𝗙𝗧𝗡𝗜𝗙𝗧𝗬 

IF YOU PROFIT IN A TRADE NEVER TRY ANOTHER TRADE 

CLOSE AND LEARN x.com/sajeevsnair6/s…
116","@SajeevSNair6, @SajeevSNair6","#𝗡𝗜𝗙𝗧𝗬, #𝗕𝗔𝗡𝗞𝗡𝗜𝗙𝗧𝗬, #𝗚𝗜𝗙𝗧𝗡𝗜𝗙𝗧𝗬, #𝗡𝗜𝗙𝗧𝗬, #𝗕𝗔𝗡𝗞𝗡𝗜𝗙𝗧𝗬, #𝗚𝗜𝗙𝗧𝗡𝗜𝗙𝗧𝗬"
himanshu,2025-07-11T10:11:26.000Z,"himanshu
@himanshu770065
·
23h
11/07/25
Banknifty down side complete  
#stockmarketcrash #banknifty #Nifty50 #StockMarket
185",@himanshu770065,"#stockmarketcrash, #banknifty, #Nifty50, #StockMarket"
HADC INDICATOR,2025-07-11T10:09:11.000Z,"HADC INDICATOR
@beingakash26_
·
23h
Replying to 
@beingakash26_
#NIFTY_MID_CAP BLASTED

NEW LOW MADE 12995.05
#HADC GAIN 100+ POINTS 

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
259","@beingakash26_, @beingakash26_","#NIFTY_MID_CAP, #HADC, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
Nandi Trading Academy,2025-07-11T10:07:49.000Z,"Nandi Trading Academy
@Nandi_Trading
·
23h
#NIFTYBANK levels for Monday 14/7/2025

Happy Trading!!!

#banknifty #OptionsTrading
1
44",@Nandi_Trading,"#NIFTYBANK, #banknifty, #OptionsTrading"
Mudraguna,2025-07-11T10:06:15.000Z,"Mudraguna
@MudragunaF
·
23h
 INDIAN EQUITY MARKET PERFORMANCE AS ON 11TH JULY, 2025.
 A corrective trading session was seen in the Indian equity markets.
#mudraguna #india #stockmarket #dalalstreet #index #nifty #banknifty #niftymidcap #niftysmallcap #investors #investment #trading #Traders
85",@MudragunaF,"#mudraguna, #india, #stockmarket, #dalalstreet, #index, #nifty, #banknifty, #niftymidcap, #niftysmallcap, #investors, #investment, #trading, #Traders"
 Anuj kesarwani,2025-07-11T10:03:38.000Z," Anuj kesarwani
@Anujkesarwani_
·
23h
July Month : 11/07/2025 
 Algo Execution 
 Capital : 22 lakhs 
 PnL : 12.8k
 ROI :0.58%  
 Monthly ROI Summary: 5.27%
 Green Days : 08
 Red Days : 0 1
#algotrading #trading #Nifty #banknifty #sensex #sensextrading #Optionselling
118",@Anujkesarwani_,"#algotrading, #trading, #Nifty, #banknifty, #sensex, #sensextrading, #Optionselling"
Options By Rahul,2025-07-11T10:02:51.000Z,"Options By Rahul
@OptionsByRahul
·
23h
Say no to fake screenshots! Check out my P&L - #VerifiedBySensibull https://verified.sensibull.com/ps/beaded-bee/4Q3WegHmPpAJGT…

Kharcha Pani Trade for Broker.
#Nifty50 #Sensex #StockMarket #Banknifty #SaveBSNL #OptionsTrading #Zerodha
See Verified Profit and Loss on Sensibull
From verified.sensibull.com
136",@OptionsByRahul,"#VerifiedBySensibull, #Nifty50, #Sensex, #StockMarket, #Banknifty, #SaveBSNL, #OptionsTrading, #Zerodha"
Vaibhav,2025-07-11T10:02:21.000Z,"Vaibhav
@Vaibhav13808906
·
23h
Day 9:

Capital: ₹22,00,000
Return:  ₹12,896
Today’s ROI: 0.58%

#algotrading #trading #Nifty #banknifty #sensex #sensextrading #Optionselling
90",@Vaibhav13808906,"#algotrading, #trading, #Nifty, #banknifty, #sensex, #sensextrading, #Optionselling"
Emporos,2025-07-11T10:02:17.000Z,"Emporos
@Emporos_Moyen
·
23h
#banknifty #cnxfinance #finnifty #niftyfinance #midcap #sensex #Nifty50 
#nifty Spot 25130 (Put premium resistance level)
Went full positional long here
It's a terribly bearish close below 25212.

However, my stop loss is very small
(If gaps down hard, I'm a goner)

*I'm not a TA
Quote
Emporos
@Emporos_Moyen
·
Jul 11
#banknifty #cnxfinance #finnifty #niftyfinance #midcap #sensex #nifty 
#25150CE update

Buy area shifted to 120

*Buy 25150 CE
only if 25250 PE hits 180 before 2:45 pm

Else, forget it x.com/Emporos_Moyen/…
1
363","@Emporos_Moyen, @Emporos_Moyen","#banknifty, #cnxfinance, #finnifty, #niftyfinance, #midcap, #sensex, #Nifty50, #nifty, #banknifty, #cnxfinance, #finnifty, #niftyfinance, #midcap, #sensex, #nifty, #25150CE"
Mohit Jain,2025-07-11T10:01:43.000Z,"Mohit Jain@JainYoungster·23hOur bottom line target achieved, setting the tone further 25050 is next gap filling followed by 24980-920. Too much noise and manipulation 

#Banknifty is yet too fill gaps of 56200-55200-54000 (probably with #ICICI AND #HDFC results will see that)

#Nifty #BankniftyQuoteMohit Jain@JainYoungster·Jun 30Most possible play out from here 

#Nifty #banknifty  x.com/JainYoungster/…11281","@JainYoungster, @JainYoungster","#Banknifty, #ICICI, #HDFC, #Nifty, #BankniftyQuoteMohit, #Nifty, #banknifty"
Market Research Analyst (RKSM),2025-07-11T10:01:39.000Z,"Market Research Analyst (RKSM)
@researchrks
·
23h
Kindly do support us & follow for more updates!

We do research(#Nifty50 #BankNifty) & designed our #RKSM

Associate with us for- #BTCUSDT/#BTC & #Nifty #Nifty50 #BankNifty #Commodities #stocks #gold #Oil #OptionsTrading #DataDecoder #TrendTracker #StockMarket #MarketInsights
1
146",@researchrks,"#Nifty50, #BankNifty, #RKSM, #BTCUSDT, #BTC, #Nifty, #Nifty50, #BankNifty, #Commodities, #stocks, #gold, #Oil, #OptionsTrading, #DataDecoder, #TrendTracker, #StockMarket, #MarketInsights"
Trade Rider,2025-07-11T10:01:02.000Z,"Trade Rider
@TradeRider_Ind
·
23h
#TradeRider on #NIFTY #BANKNIFTY #SENSEX #FINNIFTY 

#PnL Glowing  green  

Brokerage & charges 383.65

Say no to fake screenshots! Check out my P&L - #VerifiedBySensibull
See Verified Profit and Loss on Sensibull
From verified.sensibull.com
1
18
301",@TradeRider_Ind,"#TradeRider, #NIFTY, #BANKNIFTY, #SENSEX, #FINNIFTY, #PnL, #VerifiedBySensibull"
kumar Jeven,2025-07-11T10:00:38.000Z,"kumar Jeven
@KumarJeven
·
23h
Today's demo profit.

Capital = 10L
Type of trade = selling

#Verifiedbysensibull
#Nifty
#stockmarket
#banknifty
#vix
#sensexexpiry
89",@KumarJeven,"#Verifiedbysensibull, #Nifty, #stockmarket, #banknifty, #vix, #sensexexpiry"
Stock WarrioR $@/\/!,2025-07-11T09:59:48.000Z,"Stock WarrioR $@/\/!
@StocK_WarrioR_
·
23h
Market Alert : 

#Nifty & #Midcap 100 below 10 & 21 EMA. 

#banknifty & #smallcap 100 below 10 EMA, near 21 EMA. 

Monday's bounce crucial to avoid breakdown confirmation.

#stockmarketcrash #StockMarket #StockMarketNews
2
324",@StocK_WarrioR_,"#Nifty, #Midcap, #banknifty, #smallcap, #stockmarketcrash, #StockMarket, #StockMarketNews"
Mr. Liquidity,2025-07-11T09:59:14.000Z,"Mr. Liquidity
@hubformoney
·
23h
1900+

#Cartrade

#StockMarket #Nifty #Banknifty #Sensex
Quote
Mr. Liquidity
@hubformoney
·
Jun 16
Replying to @hubformoney
#CARTRADE AT 1680

TARGET 1720,1760,1800+

STOP LOSS 1600

#StockMarket #Nifty #Banknifty #Sensex
159","@hubformoney, @hubformoney, @hubformoney","#Cartrade, #StockMarket, #Nifty, #Banknifty, #Sensex, #CARTRADE, #StockMarket, #Nifty, #Banknifty, #Sensex"
AK Trader,2025-07-11T09:59:10.000Z,"AK Trader
@AKTrader_ofa_mp
·
23h
Replying to 
@AKTrader_ofa_mp
2/ #Banknifty also in 1st hour because of down open near the Volume Profile Resistance level, Huge Late Buyers were trapped at High. Then the follow up Huge Sell Orders made the Banknifty to fall and reach the below level as of now based on Orderflow Footprint chart
Show more
GoCharting
1
95","@AKTrader_ofa_mp, @AKTrader_ofa_mp",#Banknifty
AK Trader,2025-07-11T09:59:08.000Z,"AK Trader
@AKTrader_ofa_mp
·
23h
See #Nifty and #Banknifty (1h) both moved as per morning Volume Profile levels and Orderflow for educational purposes

HIGH BUYERS were trapped in both Nifty and Banknifty at the Resistance level  based on Orderflow Footprint chart

#StockMarketIndia #niftycrash #banknifty
Show more
1
2
222",@AKTrader_ofa_mp,"#Nifty, #Banknifty, #StockMarketIndia, #niftycrash, #banknifty"
Archana Bhat,2025-07-11T09:58:14.000Z,"Archana Bhat
@Archanabhat2021
·
23h
Two weeks back 26500 was active on twitter.. now 24000 is active.. so expect another 2 weeks of range bound movement..

#nifty #banknifty #sensex
66",@Archanabhat2021,"#nifty, #banknifty, #sensex"
RAJAT BISHT,2025-07-11T09:55:26.000Z,"RAJAT BISHT
@rajatbishtrb
·
23h
Exited 25300 straddle and bought puts at 24900 for Monday in small qty.

#nifty #banknifty #OptionsTrading #TCSResults #trumptarrifs
1
147",@rajatbishtrb,"#nifty, #banknifty, #OptionsTrading, #TCSResults, #trumptarrifs"
PAARTH P JAISHWAL,2025-07-11T09:49:55.000Z,"PAARTH P JAISHWAL
@parthjaiswal30
·
23h
#mcx #bse #bajajauto #naukri #bhartiairtel 

all are bearish stay away
Retweet it so Maximum can Benefit  

#chart_sab_kuch_bolta_hai #read_the_chart_win_the_markets

#NIFTY #BANKNIFTY #StocksInFocus #TopGainers #TrendingNow #sharemarket #stockmarketcrash #crashcoming
4
4
16
1.7K",@parthjaiswal30,"#mcx, #bse, #bajajauto, #naukri, #bhartiairtel, #chart_sab_kuch_bolta_hai, #read_the_chart_win_the_markets, #NIFTY, #BANKNIFTY, #StocksInFocus, #TopGainers, #TrendingNow, #sharemarket, #stockmarketcrash, #crashcoming"
V,2025-07-11T09:48:59.000Z,"V
@viki_blr
·
23h
#Nifty #Banknifty #BTST    

Nifty 17Jul 25100PE@87
1
291","@viki_blr, @87","#Nifty, #Banknifty, #BTST"
Shinde Sarkar,2025-07-11T09:46:34.000Z,"Shinde Sarkar
@shindesarkr
·
23h
#Nifty   
Buying 25000 Puts At - 55 For Hedging purpose..
Carrying 
 #Niftyfutures and #niftyOptions Monthly Calls..

#Caplinpoint #Nifty #banknifty #midcp #Fii #DIIs #RelianceIndustries #HDFCBank #Crudeoil #GOLD #NaturalGas #stockmarketcrash
1
226",@shindesarkr,"#Nifty, #Niftyfutures, #niftyOptions, #Caplinpoint, #Nifty, #banknifty, #midcp, #Fii, #DIIs, #RelianceIndustries, #HDFCBank, #Crudeoil, #GOLD, #NaturalGas, #stockmarketcrash"
CNBC-AWAAZ,2025-07-11T09:42:12.000Z,"CNBC-AWAAZ
@CNBC_Awaaz
·
23h
#MarketStrategy | सोमवार के लिए निफ्टी, बैंक निफ्टी में क्या रखें स्ट्रैटेजी? जानें 
@_anujsinghal
 से...


@shreyaworld100
 #nifty #banknifty #TradingTips #StockMarket #Midcap
1
1
4
1.6K","@CNBC_Awaaz, @_anujsinghal, @shreyaworld100","#MarketStrategy, #nifty, #banknifty, #TradingTips, #StockMarket, #Midcap"
parin sheth,2025-07-11T09:42:11.000Z,"parin sheth
@ParinSheth
·
23h
#styrenix finally it started moving. 3400 possible. My picks do take some time to move

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
Quote
parin sheth
@ParinSheth
·
Jul 4
#styrenix cmp 3175. 
Risk reward looking favorable positionally.
218","@ParinSheth, @ParinSheth","#styrenix, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS, #styrenix"
 Rajdeep Das ,2025-07-11T09:40:35.000Z," Rajdeep Das 
@RajdeepDasshil
·
23h
Day 94 of option selling 
Net profit – 937 
Starting Capital – 3L
ROI –  0.3% 
MONTH ROI - 2.32% 
#nifty #banknifty #sensex #stockmarketindia #optionselling #verified #NSE #BSE #JUMP #READY_TO_JUMP
1
31
838",@RajdeepDasshil,"#nifty, #banknifty, #sensex, #stockmarketindia, #optionselling, #verified, #NSE, #BSE, #JUMP, #READY_TO_JUMP"
RupayPaiseIn,2025-07-11T09:38:17.000Z,"RupayPaiseIn
@InPaise
·
23h
Bought in delivery (Also some positions in FNO)
NTPC (342.5)
NHPC (88.2)

#NHPC
#NTPC
#Nifty 
#Banknifty
178",@InPaise,"#NHPC, #NTPC, #Nifty, #Banknifty"
Derivative Trading Strategies,2025-07-11T09:32:16.000Z,"Derivative Trading Strategies
@HedgingDesk
·
23h
Focus on avoiding big losers plus stick with small winners so they grow big.

#Nifty #Banknifty #Optionselling #OptionsTrading #HedgingStrategy #optionbuying #StockMarketindia #Indexoptions #niftyOptions #BankNiftyOptions #swingtrading #priceactiontrading #stockmarket
Show more
167",@HedgingDesk,"#Nifty, #Banknifty, #Optionselling, #OptionsTrading, #HedgingStrategy, #optionbuying, #StockMarketindia, #Indexoptions, #niftyOptions, #BankNiftyOptions, #swingtrading, #priceactiontrading, #stockmarket"
Sobreviviente nacido (not my name),2025-07-11T09:32:00.000Z,"Sobreviviente nacido (not my name)
@Sobreviviente31
·
23h
NIFTY : MAY GET SUPPORT AT 25000-25050   #nifty #Nifty50 #Nifty500 #NiftyLive #banknifty #NIFTYIT #NIFTYFUTURE #nse #bseindia #bse #nseindia #bankniftyfuture #BankNiftyOptions #indianstocks #Traders #TradingTips #TradingView #TradingSignals #TradingLife #loss #Profit #trading
Show more
1
227",@Sobreviviente31,"#nifty, #Nifty50, #Nifty500, #NiftyLive, #banknifty, #NIFTYIT, #NIFTYFUTURE, #nse, #bseindia, #bse, #nseindia, #bankniftyfuture, #BankNiftyOptions, #indianstocks, #Traders, #TradingTips, #TradingView, #TradingSignals, #TradingLife, #loss, #Profit, #trading"
Prasad Jain,2025-07-11T09:31:41.000Z,"Prasad Jain
@iron_hedge
·
23h
Looks like the bears just arranged their weekend party fund 
But will the bulls crash the celebration with a late comeback? 
#nifty #banknifty #stockmarketcrash
Quote
Prasad Jain
@iron_hedge
·
Jul 11
Replying to @iron_hedge
When the backbone is weak, hoping for a reversal in the index is pure speculation 
Charts don’t lie, expectations do.

#PriceAction #nifty
Show this poll
282","@iron_hedge, @iron_hedge, @iron_hedge","#nifty, #banknifty, #stockmarketcrash, #PriceAction, #nifty"
kuldip,2025-07-11T09:28:19.000Z,"kuldip
@StrongBreakOut
·
23h
#Indiashllelter 
Target 1200 

#NSE #Nifty50 #nifty #swing #Investing #strongBreakout #breakout #intraday #btst #OptionsTrading #optiontrading #optionbuying #nseltd #BSE #sensex #banknifty
472",@StrongBreakOut,"#Indiashllelter, #NSE, #Nifty50, #nifty, #swing, #Investing, #strongBreakout, #breakout, #intraday, #btst, #OptionsTrading, #optiontrading, #optionbuying, #nseltd, #BSE, #sensex, #banknifty"
Mohit Jain,2025-07-11T09:26:24.000Z,"Mohit Jain
@JainYoungster
·
23h
170 points and they come up with this like crash has come, the amount bulls daily make you’ll never see that getting reported,

#Nifty #Banknifty
1
228",@JainYoungster,"#Nifty, #Banknifty"
Stock picking is an art and I'm an artist.,2025-07-11T09:24:38.000Z,"Stock picking is an art and I'm an artist.
@jitendr42297204
·
Jul 11
(TMT) NIFTY PVT BANK INDEX (CMP 28060) :- AS PER CHART IF 27750 NOT BREAK THEN possible 28500-28700 as per pattern indicating.
#pvtbanks 
#banknifty
108",@jitendr42297204,"#pvtbanks, #banknifty"
Mr. Liquidity,2025-07-11T09:19:18.000Z,"Mr. Liquidity
@hubformoney
·
Jul 11
#Glenmark....

#StockMarket #Nifty #Banknifty #Sensex
Quote
Mr. Liquidity
@hubformoney
·
Jul 2
Replying to @hubformoney
#GLENMARK JULY FUTURES 

AROUND 1775

TARGET 1790,1810,1830+

STOP LOSS OWN 

#StockMarket #Nifty #Banknifty #Sensex
1
516","@hubformoney, @hubformoney, @hubformoney","#Glenmark, #StockMarket, #Nifty, #Banknifty, #Sensex, #GLENMARK, #StockMarket, #Nifty, #Banknifty, #Sensex"
 Ajay Pratap Singh Rana,2025-07-11T09:18:05.000Z," Ajay Pratap Singh Rana
@Apsrana2601
·
Jul 11
Bitcoin crosses -1 CRORE₹₹
In 2010, 1 BTC = ₹5.
In 2025, 1 BTC = 21,00,00,000+

That's over ""2 crore %"" return in 15 yrs, or you can it say gone up 20 lakh times in 15 yrs.

#StockMarket #Bitcoin #GOLD #India #Trending #investing #ipo #nifty #Banknifty
2
233",@Apsrana2601,"#StockMarket, #Bitcoin, #GOLD, #India, #Trending, #investing, #ipo, #nifty, #Banknifty"
HADC INDICATOR,2025-07-11T09:17:41.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#BANKNIFTY BLASTED

#HADC GAIN 150+ POINTS SO FAR

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
1
303",@beingakash26_,"#BANKNIFTY, #HADC, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
EASY TRADER,2025-07-11T09:17:27.000Z,"EASY TRADER
@ArnavsameerS
·
Jul 11
Nifty at 2.35 pm
 #nifty #banknifty #sensex
1
219",@ArnavsameerS,"#nifty, #banknifty, #sensex"
HADC INDICATOR,2025-07-11T09:17:12.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#NIFTY_MID_CAP BLASTED

#HADC GAIN 80+ POINTS SO FAR

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
1
1
454",@beingakash26_,"#NIFTY_MID_CAP, #HADC, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
HADC INDICATOR,2025-07-11T09:16:35.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#NIFTY BOOM BLASTED

#HADC GAIN 160+ POINTS SO FAR

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
1
1
472",@beingakash26_,"#NIFTY, #HADC, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
Zee Business,2025-07-11T09:15:36.000Z,"Zee Business
@ZeeBusiness
·
Jul 11
Nifty में क्या है 'Make or Break' लेवल?

25300 पार कर पाएगा Nifty?

Bank Nifty में पोजीशन Hold करें या नहीं?


@AnilSinghvi_
 #nifty #banknifty
4
1.7K","@ZeeBusiness, @AnilSinghvi_","#nifty, #banknifty"
technical_Guru,2025-07-11T09:13:45.000Z,"technical_Guru
@Analyst26Guru
·
Jul 11
Every smart trader and technical Analyst know the importance of 25250 in #Nifty 

It is very crucial for bulls to be alive and even think of a Bounce back if 25250 is held on closing basis. Similarly 57K in banknifty spot is a crucial psychological level

#banknifty
114",@Analyst26Guru,"#Nifty, #banknifty"
HADC INDICATOR,2025-07-11T09:13:22.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#DLF BLASTED

SHORTED AT 826.70
LOW MADE SO FAR 816
LOT SIZE 825

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
1
2
394",@beingakash26_,"#DLF, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
HADC INDICATOR,2025-07-11T09:10:03.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#PIDILITIND BOOM BLASTED

SHORTED AT 3055.20
LOW MADE SO FAR 3000
LOT SIZE 250

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
1
1
361",@beingakash26_,"#PIDILITIND, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
LameX,2025-07-11T09:09:15.000Z,"LameX
@Melvikks
·
Jul 11
Day 1 of trading in Indian market .
Banknifty
#Nifty50 #banknifty #sensex #niftycrash #niftyOptions #NIFTYIT #OptionsTrading #nse
118",@Melvikks,"#Nifty50, #banknifty, #sensex, #niftycrash, #niftyOptions, #NIFTYIT, #OptionsTrading, #nse"
HADC INDICATOR,2025-07-11T09:08:28.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#GODREJPROP BOOM BOOM

SHORTED AT 2244.70
LOW MADE SO FAR 2209
LOT SIZE 275

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
1
369",@beingakash26_,"#GODREJPROP, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
HADC INDICATOR,2025-07-11T09:07:08.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#HDFCBANK BOOOOOM

SHORTED AT 1997.20
LOW MADE SO FAR 1980
LOT SIZE 550

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
269",@beingakash26_,"#HDFCBANK, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
Shinde Sarkar,2025-07-11T09:06:46.000Z,"Shinde Sarkar
@shindesarkr
·
Jul 11
#Nifty 

Preparing for ATH ?
Right time for Add on to your portfolio..

Share  your opinions...

 #Caplinpoint #Nifty #banknifty #midcp #Fii #DIIs #RelianceIndustries #HDFCBank #Crudeoil #GOLD #NaturalGas #stockmarketcrash
1
316",@shindesarkr,"#Nifty, #Caplinpoint, #Nifty, #banknifty, #midcp, #Fii, #DIIs, #RelianceIndustries, #HDFCBank, #Crudeoil, #GOLD, #NaturalGas, #stockmarketcrash"
HADC INDICATOR,2025-07-11T09:05:41.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#RELIANCE #REL BLASTED

SHORTED AT 1509.10
LOW MADE SO FAR 1490
LOT SIZE 500

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
273",@beingakash26_,"#RELIANCE, #REL, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
HADC INDICATOR,2025-07-11T09:04:16.000Z,"HADC INDICATOR
@beingakash26_
·
Jul 11
#TATACHEM BLASTED

SHORTED AT 918.70
LOW MADE SO FAR 905
LOT SIZE 650

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading
1
345",@beingakash26_,"#TATACHEM, #HADC, #INDICATOR, #nifty50, #banknifty, #mcx, #trading, #OptionsTrading"
Pardeep Kumar,2025-07-11T09:03:47.000Z,"Pardeep Kumar
@pardeep5889
·
Jul 11
Replying to 
@pardeep5889
 Do follow our Telegram Channel 

Leading sector/Industry
Important #stock markets updates
 Charts analysis / Multibagger Stocks/ Penny Stocks 
Macro/Insights of market 
 #Nifty and #Banknifty analysis 

Our telegram  https://t.me/charthubbb
3
1.7K","@pardeep5889, @pardeep5889","#stock, #Nifty, #Banknifty"
Rohit Gupta,2025-07-11T09:01:45.000Z,"Rohit Gupta
@24_rohitgupta
·
Jul 11
#StockMarket #StocksInFocus #StocksToWatch #Nifty50 #banknifty
Quote
TradeSwan
@TradeSwan121956
·
Jul 11
SBI, BOB, PNB, CANARA EXTENDS GAINS
BIG NEWS FOR PSU BANKS 

FROM NDTV 

INDIA EXPLORING RAISING PSU BANKS FDI CAP -BBG

#BREAKING #News #Bank #SBI #RBI
66","@24_rohitgupta, @TradeSwan121956","#StockMarket, #StocksInFocus, #StocksToWatch, #Nifty50, #banknifty, #BREAKING, #News, #Bank, #SBI, #RBI"
PAARTH P JAISHWAL,2025-07-11T08:58:56.000Z,"PAARTH P JAISHWAL
@parthjaiswal30
·
Jul 11
1,15,000 - silver rate 
VERY SOON 

Retweet it so Maximum can Benefit  #chart_sab_kuch_bolta_hai #read_the_chart_win_the_markets 

#NIFTY #BANKNIFTY #StocksInFocus #TopGainers #TrendingNow #sharemarket #stockmarketcrash #crashcoming
Quote
PAARTH P JAISHWAL
@parthjaiswal30
·
May 21
#Silver READY TO BLAST 

Breakout of cup & handle on daily basis
Targets - 103000, 115000

catch it if u can !!!

#NIFTY #BANKNIFTY #StocksInFocus @sunilgurjar01 @vivbajaj #Multibagger #multibaggers #TopGainers #TrendingNow #sharemarket @camangalarvind @nakulvibhor
Show more
1
2
16
1.4K","@parthjaiswal30, @parthjaiswal30, @sunilgurjar01, @vivbajaj, @camangalarvind, @nakulvibhor","#chart_sab_kuch_bolta_hai, #read_the_chart_win_the_markets, #NIFTY, #BANKNIFTY, #StocksInFocus, #TopGainers, #TrendingNow, #sharemarket, #stockmarketcrash, #crashcoming, #Silver, #NIFTY, #BANKNIFTY, #StocksInFocus, #Multibagger, #multibaggers, #TopGainers, #TrendingNow, #sharemarket"
 BAASI KHABAR ,2025-07-11T08:57:33.000Z," BAASI KHABAR 
@panj081005
·
Jul 11
Ganpati Bappa morya 
 Hanuman Dada ki Jay 
bol Mari Ambe Jai Jai Ambe
Sabhi devi devtao ki jay     
#StockMarketIndia #niftyOptions #banknifty #MarketUpdate #bullrun #Bearish
Quote
 BAASI KHABAR 
@panj081005
·
Jul 11
RE-TRADE
NIFTY MIDCAP SELECT 
CMP-13050
BUY 13025-13040(dot-dot level)
TGT  13200- 13500+
SL 50-60 PTS 
TGT AAYEGA BOSS...!!
FII ARE SEEN TO BE ACCUMULATION AT THIS LEVEL
DYOR
ONLY FOR EDUCATION PURPOSE 
#StockMarketIndia #niftyOptions #banknifty #MarketUpdate #bullrun #Bearish
1
1
41","@panj081005, @panj081005","#StockMarketIndia, #niftyOptions, #banknifty, #MarketUpdate, #bullrun, #Bearish, #StockMarketIndia, #niftyOptions, #banknifty, #MarketUpdate, #bullrun, #Bearish"
